Country,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Mauritania,,,,,,,,,,,,,,,,,0.12467740857123753,0.10646616541353383,0.11000550027501375,,0.11954097826971595,0.12404677592028329,,,0.09816959717182994,0.09928790584787288,0.09194187582562748,0.0840175981623158,0.10297373238537189,0.10449522344559585,0.11223288699292966,0.11442460394313825,0.1311840233256635,0.11965621518382938,0.08221726557642393,0.09608099468496237
Mauritius,,,0.011105687088113254,0.012790969248734916,0.012533474277660325,0.012555284177173411,0.011088541666666668,0.011090555476495423,0.010323653291953004,0.00825765153030606,0.007305919631283308,0.00716240445409078,0.00853125,0.008210103293460174,0.007966087467472509,0.007542600228526006,0.006964678633468443,0.006885977139671034,0.006850601350541415,0.006541728776422838,0.006779531412491588,0.00658230911975903,0.006101347119881677,0.006317707678773408,0.006249765961430445,0.007823345927422898,0.00655648816882469,0.005818641021904901,0.007289472212382781,0.006818974537844436,0.006430709516134337,0.0053491326963981106,0.004952151966175094,0.005558568329718004,0.004750009007602416,0.005240610358819808
Mozambique,0.11129568106312293,0.12478813559322034,0.11391304347826088,0.10751565762004175,0.10114632501685772,0.09969657563935848,0.10736944851146901,0.05827865688923195,0.06009153993798908,0.05210011816521646,0.05938483402700233,0.057607915104125114,0.05429252270238939,0.04313822342965341,0.04830162784491632,0.048791789661563806,0.055047888208509976,0.0413283814130247,0.029990338958663078,0.030340308313514808,0.030423708533995397,0.026757130828940847,0.03265379321041509,0.028135789199400688,0.02964746358576032,0.028950269513049305,0.02432355199942848,0.025707816442640724,0.03200838064218043,0.03399056920419474,0.042230351907725304,0.04957705729051636,0.06186555484760944,0.062128647499953935,0.04551344158784528,0.056261352929651065
Namibia,,,0.20209059233449478,0.15434362934362936,0.11522867337009406,0.06851464435146444,0.05611820199778024,0.05833136931416451,0.05527079303675049,0.06582991803278689,0.06583911862360398,0.08685147849462364,0.0778847321753917,0.0880922165820643,0.08702383186338901,0.08371804736257162,0.08827741407528641,0.0946420269642027,0.0945974798739937,0.10009183737002676,0.11049128447279852,0.10557404326123129,0.10501537348525955,0.09291452720244621,0.0903661272232014,0.08369995331569705,0.10350881084630265,0.10367755441259487,0.09508734171449394,0.09246836556704818,0.09173480944345631,0.08813115781710915,0.08390537006544811,0.08203173766489576,0.07986696583863302,0.07478684494543711
Niger,,,,,,,,0.06430733313295542,0.0667266456740141,0.05878244674659528,0.06133811456072474,0.06224244505494505,0.0667326215187038,0.07411540012135379,0.05178384559783371,0.05193107330270731,0.052579049610064946,0.048280731522852414,,,0.04383545641551691,0.041034369112561676,0.05980892340688265,0.06262796503382626,0.0950962849885509,0.05083726254923647,0.05696345767325558,,0.08298355936055761,0.09276835533948401,0.0847799803364069,0.08892307126617109,0.07749393858900523,0.055948447288548656,0.07286514715730343,0.10225349680538766
Nigeria,,,0.02234160911706041,0.02113952083752768,0.014702571481709883,0.017996069175739426,0.02348548355314793,0.03869423538808937,0.03666871310733303,0.03197133997737742,0.03488012642347706,0.04071967998277934,0.021968169885617853,0.02528795164882449,0.049240772022164446,0.02459310085656157,0.02677237484535693,0.022312249476895155,0.02828496565399051,0.020422829447647697,0.034012644964214044,0.0327818978939605,0.032499445861782716,0.033486712205461754,0.033861584810117175,0.03320592034069885,0.031028480644914955,0.0377967063844111,0.044356217689031655,0.0359175064073856,0.039544165776357575,0.03666734108974706,0.05231576309450279,0.075918281152075,0.04517335146159075,0.0552490050899901
Rwanda,,,,,0.178080341059205,0.19769508980567646,0.21436630312147423,0.21327799633968844,0.23720310253261542,0.21143951287240123,0.23130825226205864,0.16759672503584708,0.16259056430490834,0.15175237865831626,0.1270681252483842,0.11423574873776549,0.09704422851877073,0.07686701088387875,0.0798493208828523,0.060944438318815596,0.05815269325554494,0.05944827215633741,0.051055878094127996,0.04435095800460626,0.042426104643614494,0.04032526349215951,0.04013294154196655,0.04565669351041647,0.04936705550034001,0.049772865008779796,0.046823747087578235,0.04246526547576869,0.044043915457605796,0.04790991710891651,0.04493808935470956,0.04554163778036539
Senegal,,,,,,,0.08766129917745177,0.09299792769974671,0.08234261501210653,0.08583523390537437,0.08737672583826431,0.081226828446242,0.07435940378496064,0.06743223394311658,0.06872961145736639,0.06485368663594471,0.05892864550923045,0.06055312551907425,0.05972015068809103,0.062222409265369344,0.06170261701600452,0.06325579945123473,0.05600831961175145,0.05564640487717411,0.04847222289275869,0.05666295237633835,0.05252699267499845,0.05269116409071871,0.06685688925051315,0.06548810545341682,0.07391374916256294,0.06302529367612882,0.053101248081158646,0.06796021969439556,0.057222276704477354,0.0550364051919078
Seychelles,0.0915966386554622,0.0827896512935883,0.08741721854304635,0.08488372093023255,0.09325044404973358,0.04527665317139001,0.03840255591054313,0.04295719844357977,0.03545331529093369,0.0369864428663654,0.028551724137931035,0.03171841541755888,0.0303030303030303,0.03797070884592853,0.029779842080817465,0.03885949441504996,0.047557003257328985,0.04111675126903553,0.03245927138763815,0.035044796691936594,0.0426123936816525,0.0317877969762419,0.02134321719792439,0.02354255783500655,0.024264049955396966,0.02742894910773298,0.06810717372515125,0.040613414223120994,0.04074797655595869,0.04115812313534038,0.03689272503082614,0.037507703685443115,0.029849663827879874,0.06363315859800596,0.03757172534441285,0.04430108991825613
Sierra Leone,,,,,,,,,,,,,0.15355623636243415,0.1435981726330038,0.10810621000943356,0.1091169398086401,0.08748735843920273,0.07911225393666463,0.08935674982586199,0.10398783773584454,0.05839331417259573,0.0615719441306923,0.04807692307692307,0.04026250572323524,0.03849892491050848,0.04113613957070381,0.05515834854914812,0.04452288136539815,0.047814410010615815,0.04522714663790653,0.03411002375736276,0.03161995344247945,0.02135017918425904,0.02249525660604378,0.023329523918876816,0.02346325712833718
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,0.22264957264957264,0.40441610738255035,0.372912,0.34821897810218977,0.259718487394958,0.2856791044776119,0.2284076433121019,0.20795889830508477,0.2413673913043478,0.15794125,0.19788275862068966
South Africa,,,,,,,,,,,,,0.05504553497303961,0.058831112695174756,0.061590163175098925,0.05776435654725002,0.05335142006614628,0.04911666439309788,0.046778671195711066,0.04333121675769686,0.039964475367576156,0.03828540204183781,0.03548255698906564,0.0357308113747345,0.03611365306422378,0.03555153698968187,0.034851744905535845,0.03338174639479861,0.03246705350118017,0.0315996966399578,0.029674684006134364,0.028108362542965056,0.02764015293188713,0.024777712427345697,0.023650064358436994,0.022108956022383587
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,0.28973603437691836,0.2774066673010436,0.25931877181989077,0.23677232363098175,0.25924600990643915,0.09006039530979128,0.06243619771805119,0.09825009894996624,0.07931460604457852,0.05473218301642037,0.034264132228958015,0.05796970396593299,0.08636858772935073
Sudan,,,0.17096774193548386,0.11728395061728394,0.11776315789473685,0.20757575757575755,0.1937869822485207,0.16087824351297406,0.13641025641025642,0.12930310663308145,0.30544177881802226,0.4775528169014085,0.4315518719634181,0.25031164298180003,0.2534763607469209,0.1486196538406523,0.2820128668370494,0.16766113310096298,0.19340245626162636,0.20850609588680216,0.25258447439353104,0.2907983895354127,,,,,,0.21916781007690098,0.2283947290414724,0.2564547375836562,0.10563912724989535,0.08732531901136169,0.09096010042334626,0.09495771523637876,,
Eswatini,0.05584507042253521,0.053629976580796254,0.06323024054982818,0.06323319027181688,0.05836585365853659,0.06812390158172232,0.06644307469180566,0.0749102656137832,0.0639747191011236,0.0637466307277628,0.06549263351749539,0.056836991723641594,0.0571993937352644,0.049648093841642225,0.0485678391959799,0.05676263219741481,0.049657904213179685,0.06482687692835105,0.0648674087412015,0.05878505933117584,0.06062032144429767,0.06335565842608096,0.07478974769723669,0.08744635193133049,0.06876906016079845,0.06562845631221362,0.05731418370658878,0.05273987001448109,0.060978496859335284,0.05566128877595052,0.058644120635507106,0.05645227560050569,0.05666315695147632,0.05779477419051647,0.05426902477125641,0.047246870153939254
Tanzania,,,,0.1268485364247981,0.09864934176782356,0.06921401380208864,0.0636069751729682,0.08602718914254609,0.09574897429319773,0.09897170309034371,0.1028513742902679,0.08550597737710192,0.08859348620695306,0.09657844714139495,0.07881702053703328,0.057580815101422836,0.048113057297274844,0.04435202005266641,0.044322881392567404,0.04274098276688201,0.038613755134841055,0.03867417877719782,0.045242988765218733,0.047459880315950186,0.046677396113300997,0.051744095320737656,0.058753345368021986,0.06363376810537362,0.06467471915078926,0.06370744071605192,0.06371793274026319,0.06139336909470744,0.0617580665007146,0.06099350650932337,0.05926394994922114,0.06026804553064382
Togo,,0.10764753774596342,0.1086618012520054,0.11482532363894307,0.1351604250275519,0.15493726132024002,0.11345805672902835,0.10844230376520128,,,,,,,,0.11396867284685334,0.09870936198537944,0.08153963499711644,,,0.10088759267163022,0.08203861159608462,0.07943379294385904,0.059861872099496796,0.060867044685974314,0.05872369760036766,0.059412384956846614,0.05313613341806767,0.059040903878010455,0.08602319801159901,0.0790455880248823,0.14726792905441746,0.09361417088419172,0.1094926902907993,0.15940409117830187,0.12718073494633436
Uganda,,,,,,,,,,0.11979899537301134,0.13474107362286275,0.13876857470495485,0.11962912243490079,0.1072320611508855,0.10068959132702504,0.1061149765238237,0.11693925772625112,0.12016572864853753,0.1133406017699115,0.10880343143023835,0.10745084373735796,0.10357126720815217,0.1598836683317069,0.1675729196297674,0.08669320326073483,0.0697706346980744,0.06907922381079429,0.068255042283909,0.06934086691368184,0.06738453716901426,0.07409650250870796,0.09375444935800305,0.12090186408942132,0.11536221655718058,0.09655747916773388,0.0957629023811651
Zambia,,,,,,,,,,,,,,,,,0.06792889145830323,0.0745748502994012,0.08194674621588774,0.08294227852618433,0.07978397426076299,0.08095549263050897,0.07653020554574959,0.06747653478241344,0.06214049154610424,0.05659863571349983,0.06716087598425197,0.06341420118343194,0.05973465875026592,0.05210966210283262,0.05183428773603449,0.042108376583514705,0.03425508050200041,0.03220063885450867,0.039603775616408855,0.046915668104261225
Zimbabwe,,,,,,,,,,,,,,,,,,0.09266572637517631,0.23266187050359713,,,,0.04512993572084481,0.06055477570949039,0.09114318442153493,0.08930896344516775,0.09232505643340858,0.0919397119843788,0.07363047501542257,0.05542350260416667,0.05607096171802054,0.055046195652173904,0.06872332416389171,0.07722032732995654,0.04896715593853549,0.013805273398489472
Belize,,,,,,,,,0.04699631268436578,0.05399425287356322,,,0.0270061669829222,0.024602846534653465,0.02584137788778878,0.026601010886469673,0.031204440789473688,0.03394916798732171,0.03650234026745914,0.03654468791500664,0.0494524108322325,0.04410609833971903,0.03763742331288344,0.03585174418604651,0.03597901891252955,0.0366953044375645,0.03754359095193214,0.03216578303425775,0.035049051654560126,0.03677185007974482,0.037922278635255886,0.03726155606407323,0.03835714812085483,0.0427254,0.035890764094955487,0.03584215785907859
Dominican Republic,,,,,,,,,,0.058199295965339834,0.060496287807065625,0.05972964342735498,0.07309434030346221,0.08148945532262626,0.06427399977115832,0.04436511748189744,0.03967182597653963,0.04945189084261735,0.04031981965127591,0.038455365845460956,0.03787174176403924,0.041344294348939936,0.04159205011718725,0.0377651509784195,0.03301254893321358,0.03311235567418156,0.03832026427643669,0.03858697684856192,0.037352098495138084,0.03903296398465071,0.042441646417789566,0.038607639208467555,0.033777134087818315,0.034914518757258484,0.03608799951677066,0.03915255965735264
