Country,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sierra Leone,,,,,,,,,,,,11.68754047,10.01166941,9.468145226,9.825880752,10.5735632,10.3038467,10.50545451,10.20817318,11.19876735,11.78916605,14.07805377,15.83750751,15.24442546,15.54350658,17.76910334,21.94511776,18.75405265,18.15033811,20.22075614,19.11564519,21.14837997,27.93807987,24.80370517,18.69840255,12.23022364,9.479634342,6.89363912,13.85778234,6.673558918,9.327962981,17.04557522,17.60674889,31.69855053,37.25441795,30.3210783,28.65687755,27.65030581,20.34105503,9.661555801,11.99086077,17.44661391,27.99726958,33.25108114,33.08870748,36.10747093,29.32811386,28.71873512,31.97475505,29.94954514,22.48090751,26.52640276,27.59735125,28.72028595,31.43767412,31.63756171,48.63437347,41.13957112,50.47635364,45.82815645,31.80606458,29.00046417,22.5121225,25.48033581,28.00096113,22.17237298
South Africa,,,,271.6989194,287.1437299,244.9111787,230.0666889,238.0441217,267.6678335,386.0185716,290.0587639,272.5027742,310.9106124,494.8263821,800.0223426,801.3319089,1123.07244,1150.085214,1245.688477,1383.512445,1453.283795,1498.917978,1414.402298,1557.604087,1593.600886,2007.381154,2577.56279,3238.021289,4017.81587,4469.115785,4010.16412,3581.442713,3590.03745,3971.727808,3906.268706,3969.383537,4276.786343,4246.498701,4328.727505,4780.097386,5610.730974,5534.056468,4984.030172,4094.139256,3524.560691,3257.193879,3472.830087,3089.44756,2685.264927,2468.509706,2187.257671,2095.990308,2460.050064,2750.641964,3013.989305,2983.345967,3088.367913,3428.696702,3475.936791,3425.058864,3400.44414,3556.869993,3441.728888,3566.092445,3726.9606,3800.562993,3804.609667,3834.9595,3736.179719,3682.586672,3528.672374,3505.634781,3640.877535,3279.162389,3110.121447,2958.561175
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3199.485927,2933.202832,4055.861685,2893.777953,3058.591438,4366.090443,2779.702966,2763.748187,3602.765105,2893.347769,844.2821389,363.9286211,511.1644769,314.3185377,167.5488493,250.7486813,520.4456472,925.4157955
Sudan,,,,133.1112206,149.7015269,171.1062258,240.8909012,218.9822989,282.3243624,407.6851685,385.3562841,446.8614838,502.0606338,507.0735005,604.2630812,653.9386917,935.9246023,1291.690107,1133.43882,1060.618432,1301.984642,1742.956934,2084.664412,2090.587688,1807.394212,1642.757515,1282.310683,1109.079309,1636.215711,1688.722224,1247.289963,1475.38894,1701.423722,1432.776636,1566.505779,2238.718244,2565.675234,1821.781139,1552.174854,1764.438816,1926.594257,,2231.24686,1788.817781,1548.769194,1765.874826,1306.521584,954.8440165,676.7397694,534.3277822,1546.613833,2771.422941,3570.206675,2263.564016,2655.496281,2007.48246,5702.755775,3973.85866,4674.007736,5569.737398,6719.201189,6552.211439,,,,,,3111.237456,3260.428887,4232.395433,2156.234828,1950.269136,1132.412004,668.0643349,,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21107227,21.47794447,22.01267847,22.13335994,19.55320818,19.55714998,19.06001248,17.36030478,15.83107541,15.80316815,14.12559643,13.68245332,14.69572355,20.88193614,23.02399596,28.97321866,33.51561305,34.81724364,35.31319498,36.20999122,35.10015364,39.0565982,40.87822067,39.16950482,36.85825739,37.56775381,43.75082236,48.29559056,63.20933226,62.89394652,64.02052586,71.7823975,78.03745744,86.71400423,84.70402922,74.73041233,78.9846392,79.43480331,80.42028202,94.23405829,86.87272013,90.65194445,87.00247984,84.52346622,78.80949419,74.30152058,72.37714437
Tanzania,,,,,,,,,,,,,,,,,,,,77.90323095,74.80712581,79.49241252,112.939411,155.3026316,182.0186721,235.1695277,307.8900646,290.5845703,305.5570688,378.0387966,729.6258979,612.8094198,290.492024,332.9447728,320.6241668,274.9934334,243.9601424,246.9266638,262.9344863,246.4972406,224.2646356,217.0890519,179.9392026,194.9217568,194.7348412,128.2339367,119.5467991,154.9923474,152.7497848,163.0130414,177.6584226,176.5657962,188.2895079,218.8287728,213.9923441,194.2780492,198.1810816,213.8210499,233.6403679,244.7910656,248.9409427,277.1696509,358.8512228,386.3321152,392.3499512,453.227768,504.9468782,586.883296,642.2480601,645.0859012,678.6897566,686.0221451,728.5236451,786.4234467,832.2344787,903.0596801
Togo,,,,,,,,,,,,,,,,6.248315164,18.44126628,18.10695665,15.41004986,16.97569214,18.03315992,18.66075865,20.1805149,21.63601821,22.52492861,25.77714045,29.06413026,30.09959099,38.49482814,47.93405081,47.20740702,40.95419942,39.86458687,38.95722547,34.89530851,32.72694542,37.22392775,46.89625013,55.18584249,69.24088557,68.21352044,71.57809639,73.31545039,68.45002246,67.76973851,74.77830053,53.35604939,50.05035302,,,,,,,,44.05761438,43.88589705,42.9989988,,,55.82003152,54.88176572,58.49697245,55.88415277,62.85097139,68.73663389,78.76480028,77.36405823,89.7845184,96.75865414,107.1204656,183.3279914,170.1463604,190.8544937,336.6083233,256.1670861
Uganda,,,,,,,,,,,,,,2.131855747,12.87733525,46.66042313,85.17638373,148.4388691,199.2634494,227.4051346,278.5581783,285.8292025,302.9580122,518.0107033,657.6641902,518.6206934,389.7851812,364.3046459,323.1465972,223.6010047,176.4801908,134.7298295,182.9149645,161.1642972,122.4885815,85.8701337,138.5296877,179.7643273,192.3243637,186.3886495,186.2450374,168.3265706,170.3081502,165.8608787,109.5913429,112.011464,138.6973532,157.0602692,168.6432844,166.4450248,211.086402,241.6247133,233.7247964,236.0373279,253.1072255,272.6499462,311.7252326,312.5230442,302.1181382,309.0328155,340.5404174,334.7185622,715.9090103,709.7220026,362.3765559,304.2966413,321.9872751,357.3245859,370.986123,405.4237329,480.4305154,736.1781735,1086.837447,1105.670396,924.7558857,931.3219653
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.6988968,242.3581853,447.0304363,403.4394005,300.725022,434.6197219,382.6938302,255.8017754,290.7158075,141.0988938,165.9148818,139.5401639,93.33585496,93.56263086,,139.389752,,,,,182.546974,204.4001403,223.3192333,252.964988,252.01969,237.9332767,264.3474413,277.6491894,309.0668743,333.5122727,410.3489761,438.9839957,357.7895409,348.3103672,399.9597418,349.4844768,310.4510789,285.0061407,326.0787596,398.6772855
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4298283,73.73684075,82.28651735,88.71226145,75.50547608,77.09826209,77.07833597,78.40658579,82.16090261,85.77331865,86.23013575,89.67985088,72.85733845,61.18264234,62.44143322,57.46905301,60.14168651,64.84057084,,88.02180073,110.767285,146.0203005,525.9770817,165.5206592,101.8906086,76.34373349,70.65069353,,,,55.9947511,109.2521906,168.9439872,186.3030029,192.6661621,202.0249703,195.0981705,181.091241,202.1128098,197.0504695,260.2124071,491.1832443,332.7173373,232.8592798
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.358556979,3.468152886,4.508548809,5.010915418,5.812644567,6.229709822,6.766430425,6.382622345,,,,7.865591916,8.356495536,8.23091458,8.988085398,10.26066155,12.89031346,12.77174267,11.87108695,13.85870223,,,9.741555749,9.845493525,9.920470883,10.59011597,11.04060034,12.6053189,15.5625145,17.03769485,21.78492423,20.32149928,17.88563227,17.69428623,17.24376329,20.04188021,22.18548178,22.15441535,24.23547639,25.44258234,25.68796551,26.83052914,28.55384856,28.37951733,24.190375,25.51770533
Costa Rica,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,,,,,,,,,,,247.1093422,,247.6114436,244.2054313,234.1962501,221.3670096,236.2550399,227.7785496,210.2272166,199.8407343,208.139302,196.7703981,191.1337629,188.1255469,186.8836848,172.6734871,209.3049067,209.1368735,224.3986127,225.7179882,259.7406495,277.1829793,207.7319925,230.0155241,215.3868374,203.9095424,187.2200917,176.0829534,205.7749535,172.9536427,152.3706203,127.1370798,101.481782,72.8416449,130.9622695,187.7549397,189.3630828,145.4337204,177.10877,238.4813353,257.0095877,278.9280024,373.8759343,439.493721,407.2138531,303.5769357,268.5508896,332.6008189,320.9399016,321.0444773,368.6438903,362.0968521,389.0648469,370.178014,417.4864672,409.5960399,472.8590232,507.6900821,535.3768148,593.812372,665.472542,699.53141,712.5380581,690.8724467,760.7632419,865.4445145
El Salvador,,,,,,89.39213534,,,90.92342575,105.0674531,98.37965901,81.36081699,79.82409154,83.09792157,116.2222358,112.3158204,103.5089201,116.7140002,120.0704829,121.6755289,115.9079453,131.7174209,121.755838,144.6694993,186.3850057,196.1896093,179.5921446,176.8056218,216.6826044,269.8159669,291.5113697,399.1854775,386.2441305,424.8155636,457.9618779,533.283474,906.1119038,786.2482167,777.2362107,674.2261744,569.5683021,576.3530839,489.7418858,443.7968566,384.8156945,293.361377,249.7709837,232.4727419,210.2171173,203.6906571,196.1867026,202.0730092,190.0544462,250.0388733,263.4613925,201.9892237,195.5185362,193.9071455,199.2849829,222.0752401,217.4148702,236.1599324,247.0503562,258.0296075,257.7796144,270.8973756,263.780497,281.4015609,279.5990397,291.6652051,325.7979991,350.5153986,381.4370726,376.8867507,458.494,434.4785056
Guatemala,,,,,,,,127.8512145,135.911927,146.7402601,143.6341956,156.7003182,146.0271719,146.8397242,142.3392883,176.1103102,154.7822337,223.1234521,227.8059222,251.3807188,237.5514767,200.7365458,359.9584921,248.5292235,267.2644852,228.9910701,238.5691772,333.3130339,372.0942531,448.8518149,395.2061561,446.5250956,463.487953,651.9613254,705.7089129,704.3521672,767.027638,699.0275383,600.7556805,627.9432603,701.6555446,700.462798,688.8269675,523.3736162,630.1648484,577.0231218,562.7231138,542.6914237,454.2242266,389.6126796,407.721316,396.1869533,501.2078482,589.5100326,436.7237536,473.9455507,283.3395883,226.8339163,264.9171822,260.6182175,282.4424715,265.0389195,290.2092469,306.9598057,338.2035814,361.875097,338.7332281,336.5604096,368.7136575,322.7047186,316.083083,379.1144351,380.5360878,360.336303,441.3795951,401.3078451
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.409023295,7.438320218,7.193214717,7.474656245,7.160125903,6.155793124,5.462378084,5.38163276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.805347409,6.923621694,7.77621791,10.0675084,9.424222486,12.81327409,17.51671384,19.9461082,29.87424449,12.7045283,9.867070197
Honduras,,,,23.46536606,23.7457081,26.47026153,24.4444664,26.97353318,29.70450784,46.15972115,49.92452266,45.14453953,36.16699273,34.79282734,34.41697375,33.30095098,48.8144917,50.54180241,51.64208947,52.91858102,53.86161151,54.32413622,72.60397721,81.78631911,106.9776936,104.9874794,98.57434291,115.1745367,121.6138654,150.4862223,192.8738292,197.7403599,192.6714539,186.9211152,189.9420576,183.3177947,202.5521726,227.4133428,244.5885783,277.1090886,285.7647452,271.9642689,220.5305241,150.2954604,,130.0761794,,,,,,,116.5820023,133.006277,132.5227875,167.8834142,120.0926796,117.9877092,135.4287644,160.6994102,199.236069,223.5129283,231.704121,255.801167,262.3806784,316.9025472,284.2813123,346.7946586,412.0169719,450.9044819,428.6574975,461.2493184,390.0143302,448.9596438,458.3103621,508.6231814
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.7434596,85.92249771,,,,98.96592771,110.8482944,100.824609,80.71461437,67.36673583,72.49288961,73.29910514,82.72189765,100.2149872,96.92509041,89.37701255,141.3632687,118.768259,89.58701621,81.86127493,80.98588585,92.4599348,76.31075738,72.88374592,71.6092498,76.23430291,91.94697496,96.00453525,89.10428213,85.72847612,102.1056789,113.038959,152.7607016,147.9183682,131.1768837,138.9193866,138.3270465,133.332239,128.7237095,133.5571259,151.5440512,159.2829239,224.9074096,284.2851947,255.5289849,233.134476,220.5306511,217.3028772
Mexico,415.4296611,420.8525556,468.2073094,474.4755727,438.8258346,497.694487,627.5770677,594.1931313,606.7339233,658.8637816,612.5276738,599.7459037,675.8560648,684.1596447,776.2109313,871.1912443,912.095242,874.8006113,918.2845729,913.2660776,993.9720252,1163.219972,1085.943204,1115.672211,1347.076594,1491.920491,1632.038493,1756.995838,1971.908892,1841.753366,1872.680376,2081.580481,1976.738715,2616.864422,2530.031113,2422.461495,3036.312754,3164.97639,2663.732063,2576.101049,2395.022103,2538.462934,2404.34693,2534.889116,2813.656259,3002.951984,3775.108182,3153.770115,3347.767396,3354.424115,3459.45811,3639.79214,3756.9493,3717.696444,3593.653134,3584.308287,3453.136222,3508.775423,3290.533388,4415.42937,4390.675335,5272.636803,5021.644019,5481.697004,5803.346954,6138.870429,6413.144147,6023.130689,6735.127277,6102.399308,6824.937117,7501.6814,9801.895421,9442.013783,10065.2684,9910.698472
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,0.084433016,0.063818627,0.081405628,0.09222757,0.122808699,0.155756832,0.186340243,0.124017712,0.141239971,0.173349202,,,,,,,,,108.8579601,90.2122315,60.43432455,50.98996994,51.78097106,51.88630318,46.6470489,45.93367752,39.49628662,40.62371367,46.65109134,42.44022986,53.86160784,54.95167129,49.39718289,49.49119716,52.02531357,52.04013882,49.28630747,48.81066057,51.57098921,58.22634535,77.74502749,80.97063875,87.55914272,107.4553381,93.65947023,96.20233487,91.03514582,84.70133943,88.26858541,83.47263587,84.21404786,88.19405314
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.9411044,191.5714401,189.3198986,134.7754402,143.1178602,140.9111487,169.4684375,177.5412317,168.1351844,173.9572122,200.1843408,175.4527329,185.9550794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,79.20266395,79.97945107,91.90788888,121.8842592,114.7874099,99.97965665,82.40092679,92.82218383,110.9353923,119.1471216,128.7969377,166.8702019,192.7205986,160.5263973,,,,,,,,,,,,75.45801983,82.06427954,,,,,,,36.96760859,49.73526399,83.536584,181.2821047,218.5092229,238.9342802,239.6596677,237.0729487,221.9381912,208.9971805,204.1123153,216.5026541,258.0454968,217.256874,221.0138,239.6333761,223.184026,181.6456118,186.9321505,183.206038,218.8151122,217.1632506,228.2010188
Canada,,,4319.326127,8752.872393,14067.91801,16142.98231,15018.0464,14871.55003,15177.2405,14494.34711,13500.56643,12631.07064,12351.58962,12607.16253,13094.35717,12508.40038,12650.81363,11723.6135,11579.20912,12311.06515,11959.05955,11262.95042,11284.88449,11662.95367,11732.29253,11651.86652,12219.9839,12984.99415,13184.06558,13793.41221,14369.81915,13912.47697,14640.40764,14464.82253,15723.12106,17136.65671,18259.37736,18799.49202,19150.32169,19568.53481,19875.67904,19775.1639,19756.56336,18246.1887,18044.69725,17999.33344,17737.87031,16718.31041,15352.55152,14147.60368,14636.80627,15268.67345,15018.58368,15416.74595,15494.96078,15780.2406,16377.50516,17097.7919,17892.48707,19507.44847,21022.69791,21982.85468,19855.10649,20526.1018,19518.34081,18042.44676,18336.74861,21067.29493,21346.73883,25786.085,25667.01814,25397.61171,26265.59839,26100.89087,25567.94388,27257.02986
United States of America,,168952.4659,181574.7414,388501.1184,547265.8296,563455.6372,486158.9672,460192.7829,466213.93,479516.8686,476672.1764,480010.8564,468196.7792,488000.5269,528777.5455,521576.6423,504187.2718,506395.4719,598756.0412,687413.7582,709490.5703,678324.1181,628636.1222,565600.5401,564787.0718,536731.4564,529722.8856,500631.4979,487013.1496,505392.8759,508589.9558,511508.9034,510328.5024,568435.8285,672268.2747,656496.3562,690511.2565,740240.7386,789169.9531,782694.847,766321.5961,759847.6274,728240.4455,643305.8861,677914.4348,641634.8596,608280.1894,568191.1648,537284.7019,534505.2785,522436.0283,523721.6604,543988.5978,548406.6829,615755.9324,700831.9426,763850.8322,799032.9654,810546.8128,832175.3188,892710.8252,962957.8152,990485.4121,978756.9911,924392.1264,853288.9558,800801.3245,782616.2688,780214.7603,772175.8555,795416.2822,840614.8126,880185.2356,870751.189,860692.2,880070.5579
Argentina,4379.869855,5268.382165,4176.137216,2830.769293,2882.931241,3759.119641,3581.715167,3616.653992,3385.35275,6008.316633,3235.449665,1820.958389,2727.214178,3320.548428,3216.489063,3279.245168,2755.458857,2657.613161,2748.955392,3060.334465,3699.371381,4517.176022,4336.039338,4475.091971,4603.129847,4822.369767,4907.584328,6229.970108,11256.78971,11922.90883,12740.06389,13237.32028,11781.12972,12539.98447,10806.97766,12356.51158,9695.038984,8957.665777,8922.195638,8899.400751,8895.822881,7231.064271,4910.678161,4927.456338,4665.84154,4402.704508,4710.951531,4617.841654,4097.546031,4028.998682,4061.629108,4185.770623,3987.196337,3927.730266,3347.147752,3447.589002,3547.677767,3726.507262,3842.44152,4156.492402,4130.082686,4451.15087,4404.487057,4341.334681,4287.763885,4804.26896,4970.214734,4922.148481,4788.690234,5191.860537,4619.702096,4203.070025,3919.159762,3860.443497,4338.26131,2859.225786
Bolivia,,,,,,57.38387094,,39.16347565,28.98118624,33.26678014,,,,54.0990222,53.78873309,66.77348472,,,,,84.95247375,87.93422064,115.8743616,105.6201598,144.8095455,169.1897968,195.5517211,265.5304293,291.032659,295.3237361,356.8152197,372.5520153,403.8010695,458.791662,277.9694741,194.5659222,306.6396279,329.2987862,270.5134693,280.938423,249.0065619,270.9919676,367.5983256,357.9990852,342.6778277,268.2610159,329.9496055,325.3315435,319.3877178,387.2515764,478.6327001,381.9800858,380.7783921,436.7165583,391.0971703,445.5547768,424.1542958,403.0711833,393.1617519,412.3881596,624.4596313,489.2505215,854.8146654,567.1647467,669.5435304,715.1014837,749.6482335,668.2726351,576.9751055,622.5306522,636.9800372,615.5538469,523.9218659,546.401198,429.3655906,626.7555409
Brazil,,,,,,1574.100082,,,,2374.421811,2376.339962,1885.411876,1730.488673,1614.21671,1718.362908,1686.466018,1574.338943,2639.61205,2387.753699,2297.126928,2383.463296,2511.675348,2987.35081,2977.118135,4495.670092,5106.256074,5347.673696,5867.200575,6858.95746,6275.137281,6236.508106,6510.754145,5713.463229,5576.144834,6452.960328,6063.710324,6425.837394,8827.405604,8074.931274,11074.64718,13802.69728,14526.0533,12109.50738,9807.453368,7721.111334,10608.71637,12630.3043,14200.63567,13205.82725,13115.21129,14097.58101,14441.70765,15643.43168,18119.43481,18361.33076,14647.82954,15219.74744,16467.64593,17051.58144,18389.3097,19562.4082,21330.17911,23687.03918,22944.05054,23385.22913,23512.48956,23982.668,23426.88926,22237.62094,23687.18895,25258.96538,24169.83021,23137.36459,21913.89938,20542.06357,21175.66286
Chile,,,,,,197.0060166,107.9254453,151.8116202,192.7907039,194.0496778,213.9456249,163.3422987,226.5067456,267.2482222,240.3959979,239.1776857,228.5681927,272.4114544,300.1872154,327.1324464,333.1557036,330.9374039,706.3993914,1069.323065,1176.36488,1202.093629,1804.220194,1388.913585,1459.147801,1931.571039,2272.574038,2539.944186,2679.064106,2871.463582,3213.447959,2709.008135,2757.844824,2681.545417,2636.942721,2619.057801,2185.567319,2012.446344,1902.117119,1800.226783,1823.38461,1991.571675,2109.669878,2295.053884,2313.694067,2469.344852,2568.842846,2657.702573,2794.469548,2857.444362,2843.706971,3225.771131,3656.920104,3759.822473,4283.725016,4217.672265,4476.88348,4025.910083,4529.676371,4827.82952,4531.127859,4584.888182,4652.549499,4640.561703,4793.356927,5026.789071,5016.008023,5013.656424,5547.273937,5038.489278,4649.295736,4875.412691
Colombia,,,,,,,,,,,377.0498505,309.7209679,340.6987431,407.0300658,632.0480225,722.0077329,689.2732047,726.8129886,747.8268212,767.3674865,634.2120099,587.6682192,723.2791429,1137.252051,709.6575698,645.0716969,639.9907028,721.1162026,676.9822162,655.9547847,764.9277005,867.222841,995.3352764,939.9971219,928.1270862,1227.968661,1398.654939,1282.138855,1395.816619,1500.818886,1727.158248,1760.477926,1840.904263,1822.673486,2081.503246,2681.071904,2800.785123,3269.966935,5068.7595,3258.764619,3892.647568,4141.965974,4203.785113,4623.400164,4854.619945,5099.615691,5443.173382,5541.43335,5859.316546,6215.829699,7347.29627,7718.465041,7659.644621,7130.079501,7631.976324,8310.457666,8195.925731,8238.51192,8122.765796,8667.924045,8518.790575,9158.30832,9453.337575,9864.952741,9661.013162,9794.601742
Ecuador,,,,,,788.8931319,,,,1247.047671,1196.975996,1047.631758,1405.627833,1349.901572,1285.740484,1134.508171,1319.900178,1478.052582,1367.021726,1453.920869,1613.295312,2056.34599,2100.267597,1873.526501,2181.043136,2545.63548,3138.304489,3709.599747,3844.829731,5960.913884,4271.138326,4393.097623,4366.53365,4200.498621,4246.687401,3671.178506,3826.85557,4893.924591,5117.814712,5486.61531,5869.046895,5566.041888,5842.530809,5536.011644,5309.240481,5992.007222,5674.404494,8799.260876,6238.874119,5686.671968,4597.024839,1628.027444,746.0743,782.2959407,914.6228156,1240.096466,1159.621228,1525.071178,1470.179234,1982.181669,2297.588898,2587.044421,2684.109706,3010.472129,3023.190534,3109.060065,3056.949354,2740.876255,2606.859442,2543.861021,2639.333147,2422.314309,2441.22199,2492.303443,2586.48,2663.763901
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,18.72911738,37.26349398,106.5927958,110.8390744,73.14018903,45.35521724,38.34392002,42.59423546,39.33807337,38.3978301,29.77434948,28.52300047,51.70736728,34.37978754,23.27901166,17.70054178,13.86658079,7.320315827,5.769117735,9.085034763,10.39803236,12.48193526,11.85013442,10.6832668,,,,25.42815276,29.05056622,32.52563441,30.63207116,40.53254221,31.9478127,31.08160763,36.46206031,41.4857764,41.06637584,39.55213974,39.37714608,39.85923996,41.21361549,45.8848294,54.79863251,60.55418107,68.35229438,70.49485876,75.41462493,85.22293884,81.193069,88.19824121,91.65230954
Paraguay,,,,,,,,,,,,,49.77669948,43.57630547,49.47893879,53.91989346,56.69435319,64.95538266,73.46237319,79.66013559,88.02114435,92.48542964,100.9165402,103.288579,131.5402736,124.9606988,101.454968,131.5573066,135.3880218,146.9110664,166.3409645,118.6040899,136.1911384,178.0624334,267.0676272,250.3734012,259.6101437,289.5761336,293.8674826,238.942504,297.4452117,248.5129989,241.0785557,368.1935381,310.4845049,284.4525808,262.7974014,306.7008531,285.722918,235.2270194,218.8525152,196.2837513,190.4240398,173.1354664,166.9746349,149.2739146,176.9757027,157.1414259,179.9098301,184.6164545,184.5511231,205.1175228,226.9968342,258.6216776,296.4199775,326.0575328,344.067922,377.601756,350.9110266,340.4363307,370.9703457,375.4659036,394.6199329,379.5982087,365.6882526,385.0777236
Peru,619.8925365,808.5542775,878.0555365,1012.347161,964.6487846,996.282297,1017.98825,1137.021429,1286.723187,1251.060444,1259.227692,1231.574172,1287.050161,1532.544763,1513.636808,2092.421371,2358.517573,2233.42387,2242.228337,3874.785773,1931.096812,2070.888634,3335.078598,3541.142682,3692.671816,4444.317672,4745.849515,6260.355178,7092.196135,10286.34737,7798.904478,5263.384943,7745.261095,6767.41762,8671.37243,7006.943799,5099.333165,6134.768662,5699.622004,6210.511348,3136.328163,2172.597184,1819.029856,1317.969229,1588.072988,1803.835073,1869.385651,2196.698853,2118.487065,1788.730174,1776.774932,1723.09691,1574.572036,1538.271981,1429.515367,1467.862884,1437.423544,1782.201497,1862.645325,1804.798844,1799.699496,2213.406844,2410.675803,2457.341085,2756.28489,3177.603893,3142.893875,3509.682623,2750.99636,2715.656191,2675.177463,2761.830527,2731.274774,2890.597896,2799.190985,2750.286767
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,552.0850946,989.5996558,1193.309436,1117.644594,932.8208502,999.7409662,1038.374051,1216.937121,1471.831632,1942.440903,1768.793634,1348.370349,1140.450532,1100.098173,1111.166317,934.7813396,1063.665809,1170.065897,1142.767408,798.6117354,970.8774997,937.0945936,890.9800565,916.9269864,985.7382304,973.6398613,971.1889597,997.1134432,983.1963601,975.5981721,899.2489569,782.603769,755.9878742,765.7382869,800.4508875,764.5659371,863.1871358,882.8528872,963.0748453,936.4061965,1021.174852,1071.986651,1106.153896,1121.940018,1149.47022,1214.259474,1319.901848,1274.347044,1306.88068,1437.213025,1297.897837,1411.13818
Venezuela,,,,,,,,0.164563137,0.198886857,0.277275366,0.291231531,0.248149769,0.249139552,0.125384453,0.220849541,0.26277451,0.273034643,0.30782033,0.317595902,0.359854764,0.358266882,0.338075263,0.341230278,0.426912057,0.46609585,0.465633345,0.615323284,0.659416238,0.51069424,0.598200046,0.617411018,0.614358984,0.547390259,0.474798275,0.652015748,0.808106193,0.778481805,0.462272631,0.547081222,0.584040951,0.645904375,0.911630223,0.54074913,0.650855654,0.601649914,0.750745491,0.550675494,0.528895784,0.381961812,0.626428379,0.486790126,0.422888037,0.51882876,0.524451764,0.385192483,0.375031474,0.531670442,0.932095474,1.147554199,1.158875464,1.156292682,0.651879234,0.601903786,0.710795987,0.839386178,0.999467499,0.596745811,0.453787407,0.243075,1.859726669,2.232362185,17.23983296,10.60825978,2.006142096,4.627333502,3.569209517
Australia,,,3080.818675,4425.119099,5651.599429,5688.574054,5102.056961,5181.365247,5021.472421,4820.066664,4775.776438,4802.961523,4725.305108,4721.798246,4920.779984,5533.262575,6406.874821,7399.459621,9005.041785,10593.42797,11385.87647,11006.65835,10290.62533,10000.02587,10004.50317,9583.49915,9451.08901,9604.23336,9751.323675,9802.630615,9910.663702,10242.37992,10770.73645,11500.18498,12090.47793,12507.19424,13484.24586,14138.72812,14219.93358,13736.83459,13249.40074,13137.77981,13202.5266,13427.72963,13819.41732,14343.16322,14503.5795,14048.85259,13876.78941,14125.68262,14817.19155,15542.06021,15499.64657,16113.27117,16806.1107,17119.07327,17824.87898,18447.38171,19433.12589,20627.07245,21379.19609,22989.73432,23257.15527,22934.95625,22131.2283,21939.00135,23810.95496,26247.04476,28741.68244,28690.27593,28005.26473,28764.48617,30170.39183,32223.09754,32445.33043,31970.17476
Fiji,,,,,,,,,,,,,,,,,,,,,,2.220731191,2.559321344,2.996425639,3.471160671,3.557439924,4.576495696,6.275736235,8.231193751,10.43283956,17.99159746,21.77975108,20.1641632,20.76703288,27.83520784,28.76426326,30.03992834,27.5247172,27.65744982,49.49962649,50.00171091,57.56153102,55.78096674,55.50448089,50.67900053,51.84409,51.30960888,49.72273395,45.58137534,42.75700937,40.62778611,41.61816127,59.86554284,62.88436167,56.47702785,56.70096257,63.25322272,55.54367322,69.58215586,86.32487695,56.22861872,64.03406885,59.53932437,62.55942965,58.8238494,57.69774342,75.71981185,47.30545584,58.07748155,76.63210745,80.33979538,79.10722439,73.73434842,67.86829047,67.37810472,71.66766613
